simulation_time,timestamp,point_0_x,point_0_y,point_0_z,point_0_u,point_0_v,point_0_w,point_1_x,point_1_y,point_1_z,point_1_u,point_1_v,point_1_w,point_2_x,point_2_y,point_2_z,point_2_u,point_2_v,point_2_w,point_3_x,point_3_y,point_3_z,point_3_u,point_3_v,point_3_w,point_4_x,point_4_y,point_4_z,point_4_u,point_4_v,point_4_w,point_5_x,point_5_y,point_5_z,point_5_u,point_5_v,point_5_w,point_6_x,point_6_y,point_6_z,point_6_u,point_6_v,point_6_w,point_7_x,point_7_y,point_7_z,point_7_u,point_7_v,point_7_w,point_8_x,point_8_y,point_8_z,point_8_u,point_8_v,point_8_w,point_9_x,point_9_y,point_9_z,point_9_u,point_9_v,point_9_w
0.0,2025-07-23 15:06:40.136694,6.207824493786242,0.26440790221135557,4.318926126000334,-0.18495509,-1.2810807,0.89384246,0.30510237531656753,0.08832092137249208,2.3353992986704113,-0.49907815,-0.53757274,-0.6420167,5.780424049351649,5.527372150700645,2.142283970695082,-0.7337707,-0.44082546,-0.18643111,3.0927677099290913,4.113569755880348,3.1362446271872857,-1.3978972,0.76637506,-0.33518356,2.5465976450991588,2.3806131702986186,1.6073917520960173,0.156562,1.2934083,-0.5540521,1.4386777641749753,0.4280158389066336,5.49153882084355,0.21264207,-1.5607688,-0.43340743,6.012170799607558,5.0861586596981425,1.6564825658343385,-0.80168283,-0.38476327,-0.034676507,0.8546152704129371,2.156361335619346,3.644976991078828,-0.6867752,0.18685746,-0.17076072,4.965338653394756,1.4958461869020225,0.2814387128017337,-0.3326228,-0.29635042,0.0033103228,0.6884923035137414,3.014600650425996,3.801164052824543,-0.73273057,-0.16718453,0.05278941
0.1,2025-07-23 15:06:40.839886,6.207824493786242,0.26440790221135557,4.318926126000334,-0.08616924,-1.4757454,0.88626385,0.30510237531656753,0.08832092137249208,2.3353992986704113,-0.70672685,-0.625427,-0.5208422,5.780424049351649,5.527372150700645,2.142283970695082,-0.89186835,-0.53012127,-0.09726633,3.0927677099290913,4.113569755880348,3.1362446271872857,-1.2661891,0.99636734,-0.700333,2.5465976450991588,2.3806131702986186,1.6073917520960173,-0.38604817,1.4835663,-0.4822272,1.4386777641749753,0.4280158389066336,5.49153882084355,0.5045155,-2.2064626,-0.6713884,6.012170799607558,5.0861586596981425,1.6564825658343385,-0.87390137,-0.28320616,-0.06470955,0.8546152704129371,2.156361335619346,3.644976991078828,-0.35837638,0.47122094,0.09766576,4.965338653394756,1.4958461869020225,0.2814387128017337,-0.19626823,-0.013558447,-0.35812792,0.6884923035137414,3.014600650425996,3.801164052824543,-0.7128267,-0.37687218,0.40340337
0.2,2025-07-23 15:06:41.644425,6.207824493786242,0.26440790221135557,4.318926126000334,-0.5130177,-1.0569836,0.7044937,0.30510237531656753,0.08832092137249208,2.3353992986704113,-0.3757187,-0.7514429,-0.45526433,5.780424049351649,5.527372150700645,2.142283970695082,-0.7949618,-0.3953884,0.081318736,3.0927677099290913,4.113569755880348,3.1362446271872857,-1.0356915,0.6924999,-1.0072161,2.5465976450991588,2.3806131702986186,1.6073917520960173,-0.05675322,1.5126756,-0.83701706,1.4386777641749753,0.4280158389066336,5.49153882084355,0.0814774,-1.8588313,-0.61423004,6.012170799607558,5.0861586596981425,1.6564825658343385,-0.9341855,-0.12891632,0.02796249,0.8546152704129371,2.156361335619346,3.644976991078828,-0.2848604,0.24922174,0.24445157,4.965338653394756,1.4958461869020225,0.2814387128017337,-0.31852916,0.060949065,-0.32493258,0.6884923035137414,3.014600650425996,3.801164052824543,-0.72845316,-0.07438761,0.15150908
0.30000000000000004,2025-07-23 15:06:42.315007,6.207824493786242,0.26440790221135557,4.318926126000334,0.48978275,-0.3553998,0.8180759,0.30510237531656753,0.08832092137249208,2.3353992986704113,0.13207436,-0.8172615,0.0560444,5.780424049351649,5.527372150700645,2.142283970695082,-0.58205646,-0.5414014,0.36391363,3.0927677099290913,4.113569755880348,3.1362446271872857,-0.69827145,0.82927024,-1.3176701,2.5465976450991588,2.3806131702986186,1.6073917520960173,-0.09362286,1.565958,-0.40792602,1.4386777641749753,0.4280158389066336,5.49153882084355,0.41807586,-1.8193276,-0.3524367,6.012170799607558,5.0861586596981425,1.6564825658343385,-0.8499554,-0.33144146,-0.057023525,0.8546152704129371,2.156361335619346,3.644976991078828,-0.38941664,0.24045983,0.09183615,4.965338653394756,1.4958461869020225,0.2814387128017337,-0.49293113,-0.24881704,-0.49365872,0.6884923035137414,3.014600650425996,3.801164052824543,-0.79361,0.06208706,-0.010404609
0.4,2025-07-23 15:06:42.979128,6.207824493786242,0.26440790221135557,4.318926126000334,0.78404015,-0.59036785,0.79481363,0.30510237531656753,0.08832092137249208,2.3353992986704113,-0.16724086,-0.9448608,-0.14505956,5.780424049351649,5.527372150700645,2.142283970695082,-0.663515,-0.6631961,0.3989262,3.0927677099290913,4.113569755880348,3.1362446271872857,-1.3883278,0.7318027,-0.5990509,2.5465976450991588,2.3806131702986186,1.6073917520960173,-0.16271442,1.2854419,-0.7054553,1.4386777641749753,0.4280158389066336,5.49153882084355,0.0019994974,-1.2369598,-0.5559772,6.012170799607558,5.0861586596981425,1.6564825658343385,-1.7110548,0.014145613,0.4040921,0.8546152704129371,2.156361335619346,3.644976991078828,-0.7126643,0.43483,0.2573117,4.965338653394756,1.4958461869020225,0.2814387128017337,-0.395742,-0.25608218,-0.4215307,0.6884923035137414,3.014600650425996,3.801164052824543,-1.0316584,0.2030952,-0.14023593
0.5,2025-07-23 15:06:43.607916,6.207824493786242,0.26440790221135557,4.318926126000334,0.8504909,-1.1870353,0.3028377,0.30510237531656753,0.08832092137249208,2.3353992986704113,0.43563038,-0.7707253,-0.08946292,5.780424049351649,5.527372150700645,2.142283970695082,-0.40036523,0.11682178,0.61280054,3.0927677099290913,4.113569755880348,3.1362446271872857,-1.0128444,0.8234736,-0.3025483,2.5465976450991588,2.3806131702986186,1.6073917520960173,-0.14089948,1.0683191,-0.5805533,1.4386777641749753,0.4280158389066336,5.49153882084355,-0.075329304,-1.081114,-0.30503768,6.012170799607558,5.0861586596981425,1.6564825658343385,-1.6152089,-0.5491375,0.572384,0.8546152704129371,2.156361335619346,3.644976991078828,-0.545377,0.6081407,0.43860024,4.965338653394756,1.4958461869020225,0.2814387128017337,-0.47619116,-0.38669798,-0.282582,0.6884923035137414,3.014600650425996,3.801164052824543,-0.9418273,-0.07956743,-0.12051684
0.6000000000000001,2025-07-23 15:06:44.241149,6.207824493786242,0.26440790221135557,4.318926126000334,0.4910396,-1.0626147,1.0124266,0.30510237531656753,0.08832092137249208,2.3353992986704113,0.08726275,-0.92357755,-0.16038173,5.780424049351649,5.527372150700645,2.142283970695082,-0.36750498,-0.68349576,0.8718071,3.0927677099290913,4.113569755880348,3.1362446271872857,-1.137147,0.2531914,-0.51831263,2.5465976450991588,2.3806131702986186,1.6073917520960173,-0.6970125,1.1039304,-0.6484989,1.4386777641749753,0.4280158389066336,5.49153882084355,0.25554544,-1.9954684,-0.47741744,6.012170799607558,5.0861586596981425,1.6564825658343385,-1.4474205,-0.3291811,0.25468105,0.8546152704129371,2.156361335619346,3.644976991078828,-0.34017295,0.62912506,0.625479,4.965338653394756,1.4958461869020225,0.2814387128017337,-0.3854701,-0.16466126,-0.15220591,0.6884923035137414,3.014600650425996,3.801164052824543,-0.77766806,0.20095772,-0.017869964
0.7000000000000001,2025-07-23 15:06:45.232790,6.207824493786242,0.26440790221135557,4.318926126000334,0.38302732,-0.9513155,0.6811931,0.30510237531656753,0.08832092137249208,2.3353992986704113,-0.16391051,-0.8895542,0.20049195,5.780424049351649,5.527372150700645,2.142283970695082,-0.05005178,0.13408092,1.0267855,3.0927677099290913,4.113569755880348,3.1362446271872857,-0.9215744,0.40204883,-0.63252765,2.5465976450991588,2.3806131702986186,1.6073917520960173,-0.007944569,1.0125346,-0.6440413,1.4386777641749753,0.4280158389066336,5.49153882084355,0.10513744,-1.4164698,-0.84165263,6.012170799607558,5.0861586596981425,1.6564825658343385,-1.6278424,-0.075051874,-0.08568317,0.8546152704129371,2.156361335619346,3.644976991078828,-0.49349493,0.5065491,0.65628695,4.965338653394756,1.4958461869020225,0.2814387128017337,-0.2737014,-0.08790764,-0.17228577,0.6884923035137414,3.014600650425996,3.801164052824543,-1.0944006,-0.10591912,-0.22831573
0.8,2025-07-23 15:06:45.913129,6.207824493786242,0.26440790221135557,4.318926126000334,0.3294588,-0.7593685,0.7220398,0.30510237531656753,0.08832092137249208,2.3353992986704113,-0.5085333,-0.61118484,0.25683212,5.780424049351649,5.527372150700645,2.142283970695082,-0.13560714,-0.5181791,0.23769663,3.0927677099290913,4.113569755880348,3.1362446271872857,-1.0743026,0.77576464,-0.98672485,2.5465976450991588,2.3806131702986186,1.6073917520960173,0.13530491,1.3632743,-0.45022017,1.4386777641749753,0.4280158389066336,5.49153882084355,0.26996455,-1.6531076,-0.54010254,6.012170799607558,5.0861586596981425,1.6564825658343385,-1.8161138,-0.58528286,-0.37765062,0.8546152704129371,2.156361335619346,3.644976991078828,-0.48316896,0.5224518,0.6555843,4.965338653394756,1.4958461869020225,0.2814387128017337,-0.18782794,0.10237998,0.016566992,0.6884923035137414,3.014600650425996,3.801164052824543,-1.2447023,-0.069554806,0.06965677
0.9,2025-07-23 15:06:46.594911,6.207824493786242,0.26440790221135557,4.318926126000334,0.37585834,-0.696165,1.1363451,0.30510237531656753,0.08832092137249208,2.3353992986704113,-0.5807427,-0.66717803,0.08082667,5.780424049351649,5.527372150700645,2.142283970695082,0.1037382,-0.37095612,0.7117129,3.0927677099290913,4.113569755880348,3.1362446271872857,-0.92153156,0.8317346,-0.7827467,2.5465976450991588,2.3806131702986186,1.6073917520960173,-0.10921785,1.5503571,-0.30226701,1.4386777641749753,0.4280158389066336,5.49153882084355,0.5976712,-1.5390279,-0.40980962,6.012170799607558,5.0861586596981425,1.6564825658343385,-0.18692765,-1.4649624,0.06415158,0.8546152704129371,2.156361335619346,3.644976991078828,-0.72958755,0.43449283,0.8795897,4.965338653394756,1.4958461869020225,0.2814387128017337,-0.11935725,-0.0017296299,0.07370472,0.6884923035137414,3.014600650425996,3.801164052824543,-1.246925,-0.04907167,0.14024411
