dataset: transition_bl, variable: velocity, time: 1.0, temporal method: none, spatial method: fd4noint, spatial operator: gradient												
time	x_point	y_point	z_point	duxdx	duxdy	duxdz	duydx	duydy	duydz	duzdx	duzdy	duzdz
1.0	100.0	7.142857142857143	0.0	-0.001587700447998941	-0.004272488411515951	0.01992511749267578	0.030445490032434464	0.006770509760826826	-0.004616191610693932	-0.017691057175397873	0.009267372079193592	-0.005150260403752327
1.0	100.0	7.346938775510204	0.0	-0.0035891372244805098	-0.005334370769560337	0.016005992889404297	0.03037772886455059	0.00855224672704935	-0.004773308522999287	-0.012499283999204636	0.005672941915690899	-0.004899973049759865
1.0	100.0	7.551020408163265	0.0	-0.009227713569998741	-0.0009936490096151829	0.014672279357910156	0.029455453157424927	0.011608991771936417	-0.0047828746028244495	-0.006692066323012114	-0.008753894828259945	-0.0022809524089097977
1.0	100.0	7.755102040816327	0.0	-0.011061616241931915	0.006121979560703039	0.01815652847290039	0.02861684560775757	0.012237748131155968	-0.004992570728063583	-0.007249016780406237	-0.01671331748366356	-0.0010984502732753754
1.0	100.0	7.959183673469388	0.0	-0.011567074805498123	0.01210048422217369	0.023697853088378906	0.027605142444372177	0.011665299534797668	-0.0059222690761089325	-0.009439947083592415	-0.0216598529368639	8.240342140197754e-06
1.0	100.0	8.16326530612245	0.0	-0.01099545881152153	0.0039463285356760025	0.035809993743896484	0.0255496297031641	0.008595888502895832	-0.010533813387155533	-0.014377260580658913	-0.018529823049902916	0.002578776329755783
1.0	100.0	8.36734693877551	0.0	-0.011305676773190498	-0.009586923755705357	0.04018354415893555	0.024488022550940514	0.007548458408564329	-0.01312015950679779	-0.016149204224348068	-0.013024208135902882	0.0038711652159690857
1.0	100.0	8.571428571428571	0.0	-0.011889735236763954	-0.024697095155715942	0.04274940490722656	0.0230734683573246	0.006911732722073793	-0.014825809746980667	-0.01735154539346695	-0.007522959262132645	0.004993021488189697
1.0	100.0	8.775510204081632	0.0	-0.0118793323636055	-0.03731469810009003	0.04308271408081055	0.02102348767220974	0.006001729983836412	-0.015191115438938141	-0.017702344805002213	-0.003999120555818081	0.005738548934459686
1.0	100.0	8.979591836734695	0.0	-0.0077445185743272305	-0.04455196484923363	0.03545856475830078	0.015193198807537556	0.0013677712995558977	-0.011240709573030472	-0.015758531168103218	-0.002072626259177923	0.006249472498893738
1.0	100.0	9.183673469387756	0.0	-0.0037573513109236956	-0.038785628974437714	0.029257774353027344	0.011942613869905472	0.0007354192202910781	-0.00822962075471878	-0.013818313367664814	0.006950329057872295	0.0036453530192375183
1.0	100.0	9.387755102040817	0.0	0.0005804207175970078	-0.027671264484524727	0.023087024688720703	0.00896003283560276	0.004714568145573139	-0.007190123200416565	-0.01087802555412054	0.027521232143044472	-0.005213946104049683
1.0	100.0	9.591836734693878	0.0	0.0034107579849660397	-0.01236437913030386	0.013724803924560547	0.007049510255455971	0.007759271655231714	-0.005653172731399536	-0.006011483259499073	0.041171230375766754	-0.013211425393819809
1.0	100.0	9.795918367346939	0.0	0.003863148158416152	-0.002534055383875966	0.004919528961181641	0.006649693939834833	0.0020759885665029287	0.0014706999063491821	0.0008000912494026124	0.030042177066206932	-0.006767080165445805
1.0	100.0	10.0	0.0	0.002494656713679433	-0.004704838618636131	0.004424571990966797	0.007206667680293322	-0.00873811449855566	0.011608012020587921	0.008195147849619389	0.007581888232380152	0.00661146454513073
